"","Date","Time","Global_active_power","Global_reactive_power","Voltage","Global_intensity","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"23483","2/1/2007","00:46:00","0.450","0.144","241.910","2.000","0.000","2.000",0
"23484","2/1/2007","00:47:00","0.450","0.144","242.090","2.000","0.000","1.000",0
"23485","2/1/2007","00:48:00","0.454","0.152","243.500","2.000","0.000","1.000",0
"23486","2/1/2007","00:49:00","0.452","0.150","243.210","2.000","0.000","1.000",0
"23487","2/1/2007","00:50:00","0.450","0.148","242.800","2.000","0.000","2.000",0
"23488","2/1/2007","00:51:00","0.452","0.152","243.590","2.000","0.000","1.000",0
"23489","2/1/2007","00:52:00","0.452","0.154","244.030","2.000","0.000","1.000",0
"23490","2/1/2007","00:53:00","0.452","0.154","243.960","2.000","0.000","1.000",0
"23491","2/1/2007","00:54:00","0.448","0.150","243.230","2.000","0.000","2.000",0
"23492","2/1/2007","00:55:00","0.448","0.150","243.050","1.800","0.000","1.000",0
"23493","2/1/2007","00:56:00","0.448","0.150","242.990","1.800","0.000","1.000",0
"23494","2/1/2007","00:57:00","0.448","0.152","243.600","2.000","0.000","1.000",0
"23495","2/1/2007","00:58:00","0.394","0.060","243.860","1.600","0.000","1.000",0
"23496","2/1/2007","00:59:00","0.378","0.000","243.680","1.600","0.000","0.000",0
"23497","2/1/2007","01:00:00","0.378","0.000","243.750","1.600","0.000","0.000",0
"23498","2/1/2007","01:01:00","0.378","0.000","243.660","1.600","0.000","0.000",0
"23499","2/1/2007","01:02:00","0.378","0.000","243.980","1.600","0.000","0.000",0
"23500","2/1/2007","01:03:00","0.378","0.000","244.140","1.600","0.000","0.000",0
"23501","2/1/2007","01:04:00","0.376","0.000","243.490","1.600","0.000","0.000",0
"23502","2/1/2007","01:05:00","0.374","0.000","243.010","1.600","0.000","0.000",0
"23503","2/1/2007","01:06:00","0.374","0.000","242.670","1.600","0.000","0.000",0
"23504","2/1/2007","01:07:00","0.374","0.000","242.870","1.600","0.000","0.000",0
"23505","2/1/2007","01:08:00","0.400","0.000","243.300","1.800","0.000","0.000",0
"23506","2/1/2007","01:09:00","0.532","0.220","243.910","2.400","0.000","0.000",0
"23507","2/1/2007","01:10:00","0.564","0.278","244.330","2.600","0.000","0.000",0
"23508","2/1/2007","01:11:00","0.560","0.274","243.820","2.400","0.000","0.000",0
"23509","2/1/2007","01:12:00","0.558","0.274","243.780","2.400","0.000","0.000",0
"23510","2/1/2007","01:13:00","0.556","0.276","243.950","2.400","0.000","0.000",0
"23511","2/1/2007","01:14:00","0.552","0.274","243.680","2.400","0.000","0.000",0
"23512","2/1/2007","01:15:00","0.550","0.278","244.210","2.400","0.000","0.000",0
"23513","2/1/2007","01:16:00","0.548","0.276","244.030","2.400","0.000","0.000",0
"23514","2/1/2007","01:17:00","0.484","0.180","243.990","2.000","0.000","0.000",0
"23515","2/1/2007","01:18:00","0.472","0.166","243.550","2.000","0.000","0.000",0
"23516","2/1/2007","01:19:00","0.472","0.166","243.540","2.000","0.000","0.000",0
"23517","2/1/2007","01:20:00","0.472","0.168","243.840","2.000","0.000","0.000",0
"23518","2/1/2007","01:21:00","0.474","0.172","244.730","2.000","0.000","0.000",0
"23519","2/1/2007","01:22:00","0.476","0.174","244.980","2.000","0.000","0.000",0
"23520","2/1/2007","01:23:00","0.474","0.170","244.440","2.000","0.000","0.000",0
"23521","2/1/2007","01:24:00","0.440","0.122","243.440","1.800","0.000","0.000",0
"23522","2/1/2007","01:25:00","0.374","0.000","242.750","1.600","0.000","0.000",0
"23523","2/1/2007","01:26:00","0.374","0.000","242.470","1.600","0.000","0.000",0
"23524","2/1/2007","01:27:00","0.372","0.000","242.040","1.600","0.000","0.000",0
"23525","2/1/2007","01:28:00","0.372","0.000","241.680","1.600","0.000","0.000",0
"23526","2/1/2007","01:29:00","0.374","0.000","242.330","1.600","0.000","0.000",0
"23527","2/1/2007","01:30:00","0.374","0.000","242.630","1.600","0.000","0.000",0
"23528","2/1/2007","01:31:00","0.374","0.000","242.820","1.600","0.000","0.000",0
"23529","2/1/2007","01:32:00","0.376","0.000","242.970","1.600","0.000","0.000",0
"23530","2/1/2007","01:33:00","0.376","0.000","243.550","1.600","0.000","0.000",0
"23531","2/1/2007","01:34:00","0.378","0.000","243.710","1.600","0.000","0.000",0
"23532","2/1/2007","01:35:00","0.376","0.000","243.630","1.600","0.000","0.000",0
"23533","2/1/2007","01:36:00","0.376","0.000","243.410","1.600","0.000","0.000",0
"23534","2/1/2007","01:37:00","0.376","0.000","242.890","1.600","0.000","0.000",0
"23535","2/1/2007","01:38:00","0.374","0.000","242.540","1.600","0.000","0.000",0
"23536","2/1/2007","01:39:00","0.372","0.000","241.820","1.600","0.000","0.000",0
"23537","2/1/2007","01:40:00","0.370","0.000","241.380","1.600","0.000","0.000",0
"23538","2/1/2007","01:41:00","0.374","0.000","242.360","1.600","0.000","0.000",0
"23539","2/1/2007","01:42:00","0.378","0.000","243.640","1.600","0.000","0.000",0
"23540","2/1/2007","01:43:00","0.376","0.000","242.990","1.600","0.000","0.000",0
"23541","2/1/2007","01:44:00","0.376","0.000","243.210","1.600","0.000","0.000",0
"23542","2/1/2007","01:45:00","0.376","0.000","243.390","1.600","0.000","0.000",0
"23543","2/1/2007","01:46:00","0.376","0.000","243.560","1.600","0.000","0.000",0
"23544","2/1/2007","01:47:00","0.376","0.000","243.300","1.600","0.000","0.000",0
"23545","2/1/2007","01:48:00","0.376","0.000","243.210","1.600","0.000","0.000",0
"23546","2/1/2007","01:49:00","0.412","0.056","243.610","1.800","0.000","0.000",0
"23547","2/1/2007","01:50:00","0.452","0.134","243.720","1.800","0.000","0.000",0
"23548","2/1/2007","01:51:00","0.506","0.186","243.440","2.200","0.000","0.000",0
"23549","2/1/2007","01:52:00","0.562","0.268","243.100","2.600","0.000","0.000",0
"23550","2/1/2007","01:53:00","0.556","0.268","242.900","2.400","0.000","0.000",0
"23551","2/1/2007","01:54:00","0.554","0.268","243.050","2.400","0.000","0.000",0
"23552","2/1/2007","01:55:00","0.550","0.266","242.720","2.400","0.000","0.000",0
"23553","2/1/2007","01:56:00","0.546","0.264","242.370","2.400","0.000","0.000",0
"23554","2/1/2007","01:57:00","0.532","0.248","243.170","2.400","0.000","0.000",0
"23555","2/1/2007","01:58:00","0.474","0.162","242.750","2.000","0.000","0.000",0
"23556","2/1/2007","01:59:00","0.470","0.158","242.080","2.000","0.000","0.000",0
"23557","2/1/2007","02:00:00","0.470","0.160","242.180","2.000","0.000","0.000",0
"23558","2/1/2007","02:01:00","0.476","0.172","244.440","2.000","0.000","0.000",0
"23559","2/1/2007","02:02:00","0.480","0.182","246.140","2.000","0.000","0.000",0
"23560","2/1/2007","02:03:00","0.478","0.178","245.490","2.000","0.000","0.000",0
"23561","2/1/2007","02:04:00","0.478","0.178","245.340","2.000","0.000","0.000",0
"23562","2/1/2007","02:05:00","0.476","0.176","245.170","2.000","0.000","0.000",0
"23563","2/1/2007","02:06:00","0.458","0.148","245.230","2.000","0.000","0.000",0
"23564","2/1/2007","02:07:00","0.382","0.000","245.080","1.600","0.000","0.000",0
"23565","2/1/2007","02:08:00","0.382","0.000","245.230","1.600","0.000","0.000",0
"23566","2/1/2007","02:09:00","0.382","0.000","245.090","1.600","0.000","0.000",0
"23567","2/1/2007","02:10:00","0.382","0.000","245.120","1.600","0.000","0.000",0
"23568","2/1/2007","02:11:00","0.382","0.000","245.060","1.600","0.000","0.000",0
"23569","2/1/2007","02:12:00","0.382","0.000","244.870","1.600","0.000","0.000",0
"23570","2/1/2007","02:13:00","0.382","0.000","245.120","1.600","0.000","0.000",0
"23571","2/1/2007","02:14:00","0.382","0.000","245.210","1.600","0.000","0.000",0
"23572","2/1/2007","02:15:00","0.384","0.000","245.730","1.600","0.000","0.000",0
"23573","2/1/2007","02:16:00","0.384","0.000","245.710","1.600","0.000","0.000",0
"23574","2/1/2007","02:17:00","0.386","0.000","246.440","1.600","0.000","0.000",0
"23575","2/1/2007","02:18:00","0.386","0.000","246.370","1.600","0.000","0.000",0
"23576","2/1/2007","02:19:00","0.384","0.000","246.140","1.600","0.000","0.000",0
"23577","2/1/2007","02:20:00","0.384","0.000","246.050","1.600","0.000","0.000",0
"23578","2/1/2007","02:21:00","0.384","0.000","245.940","1.600","0.000","0.000",0
"23579","2/1/2007","02:22:00","0.384","0.000","245.500","1.600","0.000","0.000",0
"23580","2/1/2007","02:23:00","0.382","0.000","245.370","1.600","0.000","0.000",0
"23581","2/1/2007","02:24:00","0.382","0.000","245.380","1.600","0.000","0.000",0
"23582","2/1/2007","02:25:00","0.382","0.000","245.220","1.600","0.000","0.000",0
"23583","2/1/2007","02:26:00","0.386","0.000","246.150","1.600","0.000","0.000",0
"23584","2/1/2007","02:27:00","0.386","0.000","246.730","1.600","0.000","0.000",0
"23585","2/1/2007","02:28:00","0.390","0.000","247.410","1.600","0.000","0.000",0
"23586","2/1/2007","02:29:00","0.386","0.000","246.780","1.600","0.000","0.000",0
"23587","2/1/2007","02:30:00","0.412","0.054","245.290","1.800","0.000","0.000",0
"23588","2/1/2007","02:31:00","0.458","0.142","245.020","2.000","0.000","0.000",0
"23589","2/1/2007","02:32:00","0.460","0.144","245.580","2.000","0.000","0.000",0
"23590","2/1/2007","02:33:00","0.482","0.156","245.080","2.000","0.000","0.000",0
"23591","2/1/2007","02:34:00","0.568","0.282","244.920","2.600","0.000","0.000",0
"23592","2/1/2007","02:35:00","0.564","0.282","244.950","2.600","0.000","0.000",0
"23593","2/1/2007","02:36:00","0.562","0.286","245.450","2.600","0.000","0.000",0
"23594","2/1/2007","02:37:00","0.562","0.294","246.360","2.600","0.000","0.000",0
"23595","2/1/2007","02:38:00","0.538","0.260","246.270","2.400","0.000","0.000",0
"23596","2/1/2007","02:39:00","0.488","0.186","246.740","2.000","0.000","0.000",0
"23597","2/1/2007","02:40:00","0.488","0.188","246.920","2.000","0.000","0.000",0
"23598","2/1/2007","02:41:00","0.484","0.182","246.120","2.000","0.000","0.000",0
"23599","2/1/2007","02:42:00","0.482","0.182","246.140","2.000","0.000","0.000",0
"23600","2/1/2007","02:43:00","0.480","0.178","245.590","2.000","0.000","0.000",0
"23601","2/1/2007","02:44:00","0.478","0.176","245.370","2.000","0.000","0.000",0
"23602","2/1/2007","02:45:00","0.478","0.178","245.580","2.000","0.000","0.000",0
"23603","2/1/2007","02:46:00","0.480","0.184","246.380","2.000","0.000","0.000",0
"23604","2/1/2007","02:47:00","0.482","0.186","246.880","2.000","0.000","0.000",0
"23605","2/1/2007","02:48:00","0.464","0.160","246.720","2.000","0.000","0.000",0
"23606","2/1/2007","02:49:00","0.388","0.000","247.360","1.600","0.000","0.000",0
"23607","2/1/2007","02:50:00","0.388","0.000","247.280","1.600","0.000","0.000",0
"23608","2/1/2007","02:51:00","0.386","0.000","246.200","1.600","0.000","0.000",0
"23609","2/1/2007","02:52:00","0.384","0.000","245.890","1.600","0.000","0.000",0
"23610","2/1/2007","02:53:00","0.384","0.000","245.620","1.600","0.000","0.000",0
"23611","2/1/2007","02:54:00","0.384","0.000","245.590","1.600","0.000","0.000",0
"23612","2/1/2007","02:55:00","0.384","0.000","245.800","1.600","0.000","0.000",0
"23613","2/1/2007","02:56:00","0.384","0.000","246.150","1.600","0.000","0.000",0
"23614","2/1/2007","02:57:00","0.384","0.000","246.080","1.600","0.000","0.000",0
"23615","2/1/2007","02:58:00","0.408","0.052","246.110","1.800","0.000","0.000",0
"23616","2/1/2007","02:59:00","0.468","0.168","246.130","2.000","0.000","0.000",0
"23617","2/1/2007","03:00:00","0.470","0.168","246.160","2.000","0.000","1.000",0
"23618","2/1/2007","03:01:00","0.466","0.166","245.650","2.000","0.000","2.000",0
"23619","2/1/2007","03:02:00","0.466","0.164","245.510","2.000","0.000","1.000",0
"23620","2/1/2007","03:03:00","0.468","0.166","245.870","2.000","0.000","2.000",0
"23621","2/1/2007","03:04:00","0.468","0.168","245.930","2.000","0.000","1.000",0
"23622","2/1/2007","03:05:00","0.470","0.168","246.160","2.000","0.000","1.000",0
"23623","2/1/2007","03:06:00","0.468","0.168","245.920","2.000","0.000","2.000",0
"23624","2/1/2007","03:07:00","0.470","0.168","246.170","2.000","0.000","1.000",0
"23625","2/1/2007","03:08:00","0.470","0.168","246.200","2.000","0.000","2.000",0
"23626","2/1/2007","03:09:00","0.468","0.168","246.220","2.000","0.000","1.000",0
"23627","2/1/2007","03:10:00","0.468","0.168","246.260","2.000","0.000","1.000",0
"23628","2/1/2007","03:11:00","0.468","0.168","246.310","2.000","0.000","2.000",0
"23629","2/1/2007","03:12:00","0.556","0.274","245.620","2.600","0.000","1.000",0
"23630","2/1/2007","03:13:00","0.538","0.272","245.410","2.400","0.000","1.000",0
"23631","2/1/2007","03:14:00","0.538","0.274","245.610","2.400","0.000","2.000",0
"23632","2/1/2007","03:15:00","0.538","0.274","245.760","2.400","0.000","1.000",0
"23633","2/1/2007","03:16:00","0.644","0.400","246.590","3.000","0.000","1.000",0
"23634","2/1/2007","03:17:00","0.644","0.420","246.390","3.000","0.000","2.000",0
"23635","2/1/2007","03:18:00","0.638","0.418","246.340","3.000","0.000","1.000",0
"23636","2/1/2007","03:19:00","0.622","0.400","246.710","3.000","0.000","1.000",0
"23637","2/1/2007","03:20:00","0.562","0.310","246.220","2.600","0.000","1.000",0
"23638","2/1/2007","03:21:00","0.560","0.308","245.990","2.600","0.000","2.000",0
"23639","2/1/2007","03:22:00","0.558","0.310","246.160","2.600","0.000","1.000",0
"23640","2/1/2007","03:23:00","0.556","0.306","245.780","2.600","0.000","1.000",0
"23641","2/1/2007","03:24:00","0.554","0.306","245.680","2.600","0.000","1.000",0
"23642","2/1/2007","03:25:00","0.550","0.304","245.350","2.600","0.000","2.000",0
"23643","2/1/2007","03:26:00","0.482","0.182","245.870","2.000","0.000","0.000",0
"23644","2/1/2007","03:27:00","0.480","0.182","246.210","2.000","0.000","0.000",0
"23645","2/1/2007","03:28:00","0.480","0.180","245.880","2.000","0.000","0.000",0
"23646","2/1/2007","03:29:00","0.478","0.178","245.550","2.000","0.000","0.000",0
"23647","2/1/2007","03:30:00","0.478","0.178","245.520","2.000","0.000","0.000",0
"23648","2/1/2007","03:31:00","0.384","0.000","245.180","1.600","0.000","0.000",0
"23649","2/1/2007","03:32:00","0.382","0.000","244.850","1.600","0.000","0.000",0
"23650","2/1/2007","03:33:00","0.378","0.000","243.850","1.600","0.000","0.000",0
"23651","2/1/2007","03:34:00","0.378","0.000","243.870","1.600","0.000","0.000",0
"23652","2/1/2007","03:35:00","0.380","0.000","244.160","1.600","0.000","0.000",0
"23653","2/1/2007","03:36:00","0.380","0.000","244.450","1.600","0.000","0.000",0
"23654","2/1/2007","03:37:00","0.380","0.000","244.730","1.600","0.000","0.000",0
"23655","2/1/2007","03:38:00","0.382","0.000","245.170","1.600","0.000","0.000",0
"23656","2/1/2007","03:39:00","0.382","0.000","245.330","1.600","0.000","0.000",0
"23657","2/1/2007","03:40:00","0.384","0.000","245.470","1.600","0.000","0.000",0
"23658","2/1/2007","03:41:00","0.388","0.000","247.030","1.600","0.000","0.000",0
"23659","2/1/2007","03:42:00","0.390","0.046","247.410","1.600","0.000","0.000",0
"23660","2/1/2007","03:43:00","0.388","0.000","247.180","1.600","0.000","0.000",0
"23661","2/1/2007","03:44:00","0.388","0.000","247.100","1.600","0.000","0.000",0
"23662","2/1/2007","03:45:00","0.388","0.000","247.280","1.600","0.000","0.000",0
"23663","2/1/2007","03:46:00","0.386","0.000","246.540","1.600","0.000","0.000",0
"23664","2/1/2007","03:47:00","0.384","0.000","245.880","1.600","0.000","0.000",0
"23665","2/1/2007","03:48:00","0.386","0.000","246.310","1.600","0.000","0.000",0
"23666","2/1/2007","03:49:00","0.386","0.000","246.610","1.600","0.000","0.000",0
"23667","2/1/2007","03:50:00","0.384","0.000","245.890","1.600","0.000","0.000",0
"23668","2/1/2007","03:51:00","0.384","0.000","245.730","1.600","0.000","0.000",0
"23669","2/1/2007","03:52:00","0.384","0.000","246.000","1.600","0.000","0.000",0
"23670","2/1/2007","03:53:00","0.440","0.092","245.380","2.000","0.000","0.000",0
"23671","2/1/2007","03:54:00","0.454","0.138","244.300","2.000","0.000","0.000",0
"23672","2/1/2007","03:55:00","0.456","0.140","244.490","2.000","0.000","0.000",0
"23673","2/1/2007","03:56:00","0.456","0.138","244.320","2.000","0.000","0.000",0
"23674","2/1/2007","03:57:00","0.456","0.140","244.440","2.000","0.000","0.000",0
"23675","2/1/2007","03:58:00","0.500","0.182","244.920","2.200","0.000","0.000",0
"23676","2/1/2007","03:59:00","0.566","0.284","245.350","2.600","0.000","0.000",0
"23677","2/1/2007","04:00:00","0.562","0.286","245.540","2.600","0.000","0.000",0
"23678","2/1/2007","04:01:00","0.512","0.210","245.960","2.200","0.000","0.000",0
"23679","2/1/2007","04:02:00","0.488","0.176","245.450","2.000","0.000","0.000",0
"23680","2/1/2007","04:03:00","0.490","0.182","246.210","2.000","0.000","0.000",0
"23681","2/1/2007","04:04:00","0.488","0.180","246.020","2.000","0.000","0.000",0
"23682","2/1/2007","04:05:00","0.484","0.178","245.590","2.000","0.000","0.000",0
"23683","2/1/2007","04:06:00","0.484","0.180","245.770","2.000","0.000","0.000",0
"23684","2/1/2007","04:07:00","0.482","0.178","245.690","2.000","0.000","0.000",0
"23685","2/1/2007","04:08:00","0.484","0.182","246.390","2.000","0.000","0.000",0
"23686","2/1/2007","04:09:00","0.482","0.180","245.970","2.000","0.000","0.000",0
"23687","2/1/2007","04:10:00","0.478","0.174","244.990","2.000","0.000","0.000",0
"23688","2/1/2007","04:11:00","0.478","0.178","245.550","2.000","0.000","0.000",0
"23689","2/1/2007","04:12:00","0.474","0.170","244.290","2.000","0.000","0.000",0
"23690","2/1/2007","04:13:00","0.412","0.078","243.580","1.800","0.000","0.000",0
"23691","2/1/2007","04:14:00","0.374","0.000","242.540","1.600","0.000","0.000",0
"23692","2/1/2007","04:15:00","0.376","0.000","242.890","1.600","0.000","0.000",0
"23693","2/1/2007","04:16:00","0.376","0.000","242.960","1.600","0.000","0.000",0
"23694","2/1/2007","04:17:00","0.378","0.000","243.270","1.600","0.000","0.000",0
"23695","2/1/2007","04:18:00","0.378","0.000","243.400","1.600","0.000","0.000",0
"23696","2/1/2007","04:19:00","0.378","0.000","243.620","1.600","0.000","0.000",0
"23697","2/1/2007","04:20:00","0.380","0.000","244.180","1.600","0.000","0.000",0
"23698","2/1/2007","04:21:00","0.382","0.000","244.730","1.600","0.000","0.000",0
"23699","2/1/2007","04:22:00","0.382","0.000","244.500","1.600","0.000","0.000",0
"23700","2/1/2007","04:23:00","0.380","0.000","244.430","1.600","0.000","0.000",0
"23701","2/1/2007","04:24:00","0.380","0.000","243.890","1.600","0.000","0.000",0
"23702","2/1/2007","04:25:00","0.380","0.000","244.030","1.600","0.000","0.000",0
"23703","2/1/2007","04:26:00","0.570","0.000","243.330","2.800","0.000","0.000",1
"23704","2/1/2007","04:27:00","1.534","0.000","242.780","6.200","0.000","0.000",19
"23705","2/1/2007","04:28:00","1.522","0.000","243.190","6.200","0.000","0.000",18
"23706","2/1/2007","04:29:00","1.486","0.000","242.560","6.000","0.000","0.000",19
"23707","2/1/2007","04:30:00","1.472","0.000","242.530","6.000","0.000","0.000",18
"23708","2/1/2007","04:31:00","1.464","0.000","242.260","6.000","0.000","0.000",18
"23709","2/1/2007","04:32:00","1.458","0.000","241.870","6.000","0.000","0.000",18
"23710","2/1/2007","04:33:00","1.458","0.000","242.130","6.000","0.000","0.000",18
"23711","2/1/2007","04:34:00","1.474","0.000","243.480","6.000","0.000","0.000",18
"23712","2/1/2007","04:35:00","1.518","0.062","243.130","6.200","0.000","0.000",18
"23713","2/1/2007","04:36:00","1.540","0.122","242.960","6.200","0.000","0.000",18
"23714","2/1/2007","04:37:00","1.538","0.120","242.860","6.200","0.000","0.000",18
"23715","2/1/2007","04:38:00","1.542","0.122","243.150","6.200","0.000","0.000",19
"23716","2/1/2007","04:39:00","1.540","0.122","242.970","6.200","0.000","0.000",18
"23717","2/1/2007","04:40:00","1.550","0.126","242.420","6.400","0.000","0.000",18
"23718","2/1/2007","04:41:00","1.636","0.254","242.140","6.800","0.000","0.000",18
"23719","2/1/2007","04:42:00","1.632","0.252","241.990","6.800","0.000","0.000",18
"23720","2/1/2007","04:43:00","1.582","0.184","241.880","6.600","0.000","0.000",17
"23721","2/1/2007","04:44:00","1.548","0.144","241.410","6.400","0.000","0.000",18
"23722","2/1/2007","04:45:00","1.556","0.148","242.200","6.400","0.000","0.000",18
"23723","2/1/2007","04:46:00","1.548","0.144","241.590","6.400","0.000","0.000",18
"23724","2/1/2007","04:47:00","1.558","0.150","242.550","6.400","0.000","0.000",18
"23725","2/1/2007","04:48:00","1.574","0.158","243.920","6.400","0.000","0.000",18
"23726","2/1/2007","04:49:00","1.572","0.158","243.980","6.400","0.000","0.000",19
"23727","2/1/2007","04:50:00","1.568","0.156","243.680","6.400","0.000","0.000",18
"23728","2/1/2007","04:51:00","1.574","0.160","244.240","6.400","0.000","0.000",18
"23729","2/1/2007","04:52:00","1.578","0.162","244.630","6.400","0.000","0.000",18
"23730","2/1/2007","04:53:00","1.564","0.156","243.630","6.400","0.000","0.000",19
"23731","2/1/2007","04:54:00","1.562","0.154","243.410","6.400","0.000","0.000",18
"23732","2/1/2007","04:55:00","1.512","0.084","243.200","6.200","0.000","0.000",18
"23733","2/1/2007","04:56:00","1.464","0.000","242.920","6.000","0.000","0.000",18
"23734","2/1/2007","04:57:00","1.456","0.000","242.300","6.000","0.000","0.000",18
"23735","2/1/2007","04:58:00","1.454","0.000","242.110","6.000","0.000","0.000",18
"23736","2/1/2007","04:59:00","1.452","0.000","241.900","6.000","0.000","0.000",18
"23737","2/1/2007","05:00:00","1.448","0.000","241.600","6.000","0.000","0.000",18
"23738","2/1/2007","05:01:00","1.452","0.000","241.890","6.000","0.000","0.000",17
"23739","2/1/2007","05:02:00","1.448","0.000","241.570","6.000","0.000","0.000",18
"23740","2/1/2007","05:03:00","1.444","0.000","241.190","6.000","0.000","0.000",18
"23741","2/1/2007","05:04:00","1.440","0.000","240.850","6.000","0.000","0.000",18
"23742","2/1/2007","05:05:00","1.438","0.000","240.650","5.800","0.000","0.000",18
"23743","2/1/2007","05:06:00","1.438","0.000","240.780","6.000","0.000","0.000",17
"23744","2/1/2007","05:07:00","1.442","0.000","240.990","6.000","0.000","0.000",18
"23745","2/1/2007","05:08:00","1.454","0.000","242.130","6.000","0.000","0.000",18
"23746","2/1/2007","05:09:00","1.460","0.000","242.640","6.000","0.000","0.000",18
"23747","2/1/2007","05:10:00","1.458","0.000","242.400","6.000","0.000","0.000",18
"23748","2/1/2007","05:11:00","1.448","0.000","241.520","6.000","0.000","0.000",18
"23749","2/1/2007","05:12:00","1.450","0.000","241.710","6.000","0.000","0.000",18
"23750","2/1/2007","05:13:00","1.446","0.000","241.460","6.000","0.000","0.000",18
"23751","2/1/2007","05:14:00","1.316","0.000","240.490","5.600","0.000","0.000",17
"23752","2/1/2007","05:15:00","0.372","0.000","241.610","1.600","0.000","0.000",0
"23753","2/1/2007","05:16:00","0.370","0.000","241.000","1.600","0.000","0.000",0
"23754","2/1/2007","05:17:00","0.370","0.000","240.770","1.600","0.000","0.000",0
"23755","2/1/2007","05:18:00","0.456","0.114","241.020","2.000","0.000","0.000",0
"23756","2/1/2007","05:19:00","0.444","0.124","241.480","1.800","0.000","0.000",0
"23757","2/1/2007","05:20:00","0.442","0.118","240.300","1.800","0.000","0.000",0
"23758","2/1/2007","05:21:00","0.444","0.120","240.610","1.800","0.000","0.000",0
